Date;SERVICE_ID (Trip_ID);trip text description;Nb sub-trips;Diagram;SERIE_ID;Unit;Origin;Service_Number;Departure time;Destination;Service_Number_2;Expected_Finish;Counter type 1;Diagram_Counter Expense
10.02.2017;20170210_New_5A00;5A00;0;New;20170210_New;UK390002;WembleyID;5A00;10.02.2017 11:30;Euston;5A00;10.02.2017 11:50;Miles;7.May
10.02.2017;20170210_New_5A49;5A49;0;New;20170210_New;UK390130;LongstCMD;5A49;10.02.2017 14:09;ManchstrP;5A49;10.02.2017 14:30;Miles;Oca.68
10.02.2017;20170210_New_5H26;5H26;0;New;20170210_New;UK390005;ManchstrP;5H26;10.02.2017 15:15;LongstCMD;5H26;10.02.2017 15:30;Miles;Oca.68
10.02.2017;20170210_New_5Z14;5Z14;0;New;20170210_New;UK390121;Euston;5Z14;10.02.2017 11:10;WembleyID;5Z14;10.02.2017 11:30;Miles;7.May
10.02.2017;20170210_VW101_1A31;1A31;0;VW101;20170210_VW101;UK390119;ManchstrP;1A31;10.02.2017 11:55;Euston;1A31;10.02.2017 14:03;Miles;188.93
10.02.2017;20170210_VW101_1A57;1A57;0;VW101;20170210_VW101;UK390119;ManchstrP;1A57;10.02.2017 17:15;Euston;1A57;10.02.2017 19:24;Miles;183.67
10.02.2017;20170210_VW101_1H07;1H07;0;VW101;20170210_VW101;UK390127;Euston;1H07;10.02.2017 20:00;ManchstrP;1H07;10.02.2017 22:04;Miles;183.67
10.02.2017;20170210_VW101_1H15;1H15;0;VW101;20170210_VW101;UK390119;Euston;1H15;10.02.2017 09:20;ManchstrP;1H15;10.02.2017 11:28;Miles;183.67
10.02.2017;20170210_VW101_1H69;1H69;0;VW101;20170210_VW101;UK390119;Euston;1H69;10.02.2017 14:40;ManchstrP;1H69;10.02.2017 16:46;Miles;188.93
10.02.2017;20170210_VW101_1R16;1R16;0;VW101;20170210_VW101;UK390119;Bham Intl;1R16;10.02.2017 07:41;Euston;1R16;10.02.2017 08:50;Miles;104.73
10.02.2017;20170210_VW101_5H07;5H07;0;VW101;20170210_VW101;UK390127;ManchstrP;5H07;10.02.2017 22:36;LongstCMD;5H07;10.02.2017 22:47;Miles;Oca.68
10.02.2017;20170210_VW101_5R16;5R16;0;VW101;20170210_VW101;UK390119;Oxley CMD;5R16;10.02.2017 06:16;Bham Intl;5R16;10.02.2017 07:09;Miles;21.73
10.02.2017;20170210_VW102_1A55;1A55;0;VW102;20170210_VW102;UK390010;Lime St;1A55;10.02.2017 16:47;Euston;1A55;10.02.2017 19:03;Miles;193.71
10.02.2017;20170210_VW102_1B40;1B40;0;VW102;20170210_VW102;UK390010;New St.;1B40;10.02.2017 11:50;Euston;1B40;10.02.2017 13:14;Miles;112.95
10.02.2017;20170210_VW102_1B45;1B45;1;VW102;20170210_VW102;UK390010;Wolvrhptn;1B45;10.02.2017 21:45;New St.;1B45;10.02.2017 22:06;Miles;Ara.89
10.02.2017;20170210_VW102_1B45d2;1B45;2;VW102;20170210_VW102;UK390010;New St.;1B45;10.02.2017 22:10;Euston;1B45;11.02.2017 00:04;Miles;112.95
10.02.2017;20170210_VW102_1F18;1F18;0;VW102;20170210_VW102;UK390010;Euston;1F18;10.02.2017 14:07;Lime St;1F18;10.02.2017 16:20;Miles;193.71
10.02.2017;20170210_VW102_5B45;5B45;0;VW102;20170210_VW102;UK390010;Euston;5B45;11.02.2017 00:44;WembleyID;5B45;11.02.2017 01:03;Miles;7.May
10.02.2017;20170210_VW102_5R23;5R23;0;VW102;20170210_VW102;UK390010;LongstCMD;5R23;10.02.2017 05:49;ManchstrP;5R23;10.02.2017 06:00;Miles;Oca.68
10.02.2017;20170210_VW102_9G13;9G13;0;VW102;20170210_VW102;UK390010;Euston;9G13;10.02.2017 10:03;New St.;9G13;10.02.2017 11:26;Miles;112.95
10.02.2017;20170210_VW102_9G41;9G41;1;VW102;20170210_VW102;UK390010;Euston;9G41;10.02.2017 19:23;New St.;9G41;10.02.2017 20:45;Miles;112.95
10.02.2017;20170210_VW102_9G41d2;9G41;2;VW102;20170210_VW102;UK390010;New St.;9G41;10.02.2017 20:50;Wolvrhptn;9G41;10.02.2017 21:10;Miles;Ara.89
10.02.2017;20170210_VW102_9R23;9R23;0;VW102;20170210_VW102;UK390010;ManchstrP;9R23;10.02.2017 06:27;Euston;9R23;10.02.2017 09:33;Miles;194.71
10.02.2017;20170210_VW103_1A46;1A46;0;VW103;20170210_VW103;UK390009;ManchstrP;1A46;10.02.2017 14:55;Euston;1A46;10.02.2017 17:02;Miles;188.93
10.02.2017;20170210_VW103_1A72;1A72;0;VW103;20170210_VW103;UK390043;ManchstrP;1A72;10.02.2017 20:15;Euston;1A72;10.02.2017 22:28;Miles;183.67
10.02.2017;20170210_VW103_1B32;1B32;0;VW103;20170210_VW103;UK390009;New St.;1B32;10.02.2017 10:30;Euston;1B32;10.02.2017 11:55;Miles;112.95
10.02.2017;20170210_VW103_1H14;1H14;0;VW103;20170210_VW103;UK390043;Euston;1H14;10.02.2017 23:00;ManchstrP;1H14;11.02.2017 01:59;Miles;183.67
10.02.2017;20170210_VW103_1H24;1H24;0;VW103;20170210_VW103;UK390009;Euston;1H24;10.02.2017 12:20;ManchstrP;1H24;10.02.2017 14:28;Miles;183.67
10.02.2017;20170210_VW103_1H72;1H72;0;VW103;20170210_VW103;UK390043;Euston;1H72;10.02.2017 17:40;ManchstrP;1H72;10.02.2017 19:46;Miles;188.93
10.02.2017;20170210_VW103_1R06;1R06;1;VW103;20170210_VW103;UK390009;Wolvrhptn;1R06;10.02.2017 06:04;New St.;1R06;10.02.2017 06:24;Miles;Ara.89
10.02.2017;20170210_VW103_1R06d2;1R06;2;VW103;20170210_VW103;UK390009;New St.;1R06;10.02.2017 06:30;Euston;1R06;10.02.2017 07:53;Miles;112.95
10.02.2017;20170210_VW103_5H14;5H14;0;VW103;20170210_VW103;UK390043;ManchstrP;5H14;11.02.2017 02:15;LongstCMD;5H14;11.02.2017 02:26;Miles;Oca.68
10.02.2017;20170210_VW103_5R06;5R06;0;VW103;20170210_VW103;UK390009;Oxley CMD;5R06;10.02.2017 05:44;Wolvrhptn;5R06;10.02.2017 05:54;Miles;1.May
10.02.2017;20170210_VW103_9G98;9G98;0;VW103;20170210_VW103;UK390009;Euston;9G98;10.02.2017 08:23;New St.;9G98;10.02.2017 09:45;Miles;112.95
10.02.2017;20170210_VW104_1M12;1M12;0;VW104;20170210_VW104;UK390040;Glas Cen.;1M12;10.02.2017 11:40;Euston;1M12;10.02.2017 16:09;Miles;401.49
10.02.2017;20170210_VW104_1S37;1S37;0;VW104;20170210_VW104;UK390040;Euston;1S37;10.02.2017 05:31;Glas Cen.;1S37;10.02.2017 10:31;Miles;401.49
10.02.2017;20170210_VW104_1S87;1S87;0;VW104;20170210_VW104;UK390141;Euston;1S87;10.02.2017 16:57;Glas Cen.;1S87;10.02.2017 21:43;Miles;401.49
10.02.2017;20170210_VW104_5M87;5M87;0;VW104;20170210_VW104;UK390141;Glas Cen.;5M87;10.02.2017 22:03;Preston;5M87;11.02.2017 01:09;Miles;192.43
10.02.2017;20170210_VW104_5S37;5S37;0;VW104;20170210_VW104;UK390040;WembleyID;5S37;10.02.2017 04:30;Euston;5S37;10.02.2017 04:50;Miles;7.May
10.02.2017;20170210_VW105_1A61;1A61;0;VW105;20170210_VW105;UK390124;ManchstrP;1A61;10.02.2017 17:56;Euston;1A61;10.02.2017 20:08;Miles;188.93
10.02.2017;20170210_VW105_1H33;1H33;0;VW105;20170210_VW105;UK390124;Euston;1H33;10.02.2017 15:20;ManchstrP;1H33;10.02.2017 17:34;Miles;183.67
10.02.2017;20170210_VW105_1H75;1H75;0;VW105;20170210_VW105;UK390114;Euston;1H75;10.02.2017 20:40;ManchstrP;1H75;10.02.2017 22:48;Miles;188.93
10.02.2017;20170210_VW105_1M10;1M10;0;VW105;20170210_VW105;UK390124;Glas Cen.;1M10;10.02.2017 09:40;Euston;1M10;10.02.2017 14:10;Miles;401.49
10.02.2017;20170210_VW105_5H75;5H75;0;VW105;20170210_VW105;UK390114;ManchstrP;5H75;10.02.2017 23:17;LongstCMD;5H75;10.02.2017 23:28;Miles;Oca.68
10.02.2017;20170210_VW105_5M10;5M10;0;VW105;20170210_VW105;UK390124;PoldieCMD;5M10;10.02.2017 09:00;Glas Cen.;5M10;10.02.2017 09:16;Miles;Þub.15
10.02.2017;20170210_VW106_1B29;1B29;0;VW106;20170210_VW106;UK390104;New St.;1B29;10.02.2017 08:50;Euston;1B29;10.02.2017 10:13;Miles;112.95
10.02.2017;20170210_VW106_5G04;5G04;0;VW106;20170210_VW106;UK390104;WembleyID;5G04;10.02.2017 05:48;Euston;5G04;10.02.2017 06:06;Miles;7.May
10.02.2017;20170210_VW106_5M60;5M60;0;VW106;20170210_VW106;UK390152;Euston;5M60;10.02.2017 23:17;WembleyID;5M60;10.02.2017 23:38;Miles;7.May
10.02.2017;20170210_VW106_9G04;9G04;0;VW106;20170210_VW106;UK390104;Euston;9G04;10.02.2017 07:03;New St.;9G04;10.02.2017 08:26;Miles;112.95
10.02.2017;20170210_VW106_9M60;9M60;1;VW106;20170210_VW106;UK390104;Edinburgh;9M60;10.02.2017 16:52;New St.;9M60;10.02.2017 21:06;Miles;295.66
10.02.2017;20170210_VW106_9M60d2;9M60;2;VW106;20170210_VW106;UK390104;New St.;9M60;10.02.2017 21:10;Euston;9M60;10.02.2017 22:41;Miles;112.95
10.02.2017;20170210_VW106_9S60;9S60;1;VW106;20170210_VW106;UK390104;Euston;9S60;10.02.2017 10:43;New St.;9S60;10.02.2017 12:05;Miles;112.95
10.02.2017;20170210_VW106_9S60d2;9S60;2;VW106;20170210_VW106;UK390104;New St.;9S60;10.02.2017 12:15;Edinburgh;9S60;10.02.2017 16:22;Miles;295.66
10.02.2017;20170210_VW107_1B94;1B94;0;VW107;20170210_VW107;UK390152;New St.;1B94;10.02.2017 20:50;Euston;1B94;10.02.2017 22:13;Miles;112.95
10.02.2017;20170210_VW107_5G49;5G49;0;VW107;20170210_VW107;UK390104;Wolvrhptn;5G49;11.02.2017 02:20;Oxley CMD;5G49;11.02.2017 02:25;Miles;1.May
10.02.2017;20170210_VW107_5S44;5S44;0;VW107;20170210_VW107;UK390131;WembleyID;5S44;10.02.2017 05:35;Euston;5S44;10.02.2017 05:55;Miles;7.May
10.02.2017;20170210_VW107_9G40;9G40;0;VW107;20170210_VW107;UK390152;Euston;9G40;10.02.2017 19:03;New St.;9G40;10.02.2017 20:26;Miles;112.95
10.02.2017;20170210_VW107_9G49;9G49;1;VW107;20170210_VW107;UK390104;Euston;9G49;10.02.2017 23:30;New St.;9G49;11.02.2017 01:41;Miles;115.04
10.02.2017;20170210_VW107_9G49d2;9G49;2;VW107;20170210_VW107;UK390104;New St.;9G49;11.02.2017 01:44;Wolvrhptn;9G49;11.02.2017 02:10;Miles;15.65
10.02.2017;20170210_VW107_9M56;9M56;1;VW107;20170210_VW107;UK390131;Edinburgh;9M56;10.02.2017 12:52;New St.;9M56;10.02.2017 17:05;Miles;295.66
10.02.2017;20170210_VW107_9M56d2;9M56;2;VW107;20170210_VW107;UK390131;New St.;9M56;10.02.2017 17:10;Euston;9M56;10.02.2017 18:34;Miles;112.95
10.02.2017;20170210_VW107_9S44;9S44;1;VW107;20170210_VW107;UK390131;Euston;9S44;10.02.2017 06:43;New St.;9S44;10.02.2017 08:09;Miles;112.95
10.02.2017;20170210_VW107_9S44d2;9S44;2;VW107;20170210_VW107;UK390131;New St.;9S44;10.02.2017 08:16;Edinburgh;9S44;10.02.2017 12:22;Miles;295.66
10.02.2017;20170210_VW108_1A59;1A59;0;VW108;20170210_VW108;UK390127;ManchstrP;1A59;10.02.2017 17:35;Euston;1A59;10.02.2017 19:41;Miles;183.67
10.02.2017;20170210_VW108_1B46;1B46;0;VW108;20170210_VW108;UK390129;New St.;1B46;10.02.2017 12:50;Euston;1B46;10.02.2017 14:14;Miles;112.95
10.02.2017;20170210_VW108_1F27;1F27;0;VW108;20170210_VW108;UK390124;Euston;1F27;10.02.2017 20:07;Lime St;1F27;10.02.2017 22:22;Miles;193.71
10.02.2017;20170210_VW108_1H32;1H32;0;VW108;20170210_VW108;UK390127;Euston;1H32;10.02.2017 15:00;ManchstrP;1H32;10.02.2017 17:04;Miles;183.67
10.02.2017;20170210_VW108_5A31;5A31;1;VW108;20170210_VW108;UK390129;EdgeHlDHS;5A31;10.02.2017 03:06;Crewe;5A31;10.02.2017 03:44;Miles;34.13
10.02.2017;20170210_VW108_5A31d2;5A31;2;VW108;20170210_VW108;UK390129;Crewe;5A31;10.02.2017 03:59;Preston;5A31;10.02.2017 04:47;Miles;50.99
10.02.2017;20170210_VW108_5A31d3;5A31;3;VW108;20170210_VW108;UK390129;Preston;5A31;10.02.2017 05:12;CrstrsSJn;5A31;10.02.2017 05:39;Miles;27.21
10.02.2017;20170210_VW108_5A31d4;5A31;4;VW108;20170210_VW108;UK390129;CrstrsSJn;5A31;10.02.2017 06:36;Lancaster;5A31;10.02.2017 06:44;Miles;Haz.23
10.02.2017;20170210_VW108_5F27;5F27;0;VW108;20170210_VW108;UK390124;Lime St;5F27;10.02.2017 22:42;EdgeHlDHS;5F27;10.02.2017 22:52;Miles;1.May
10.02.2017;20170210_VW108_9A31;9A31;1;VW108;20170210_VW108;UK390129;Lancaster;9A31;10.02.2017 06:58;New St.;9A31;10.02.2017 09:05;Miles;124.66
10.02.2017;20170210_VW108_9A31d2;9A31;2;VW108;20170210_VW108;UK390129;New St.;9A31;10.02.2017 09:10;Euston;9A31;10.02.2017 10:32;Miles;112.95
10.02.2017;20170210_VW108_9G16;9G16;0;VW108;20170210_VW108;UK390129;Euston;9G16;10.02.2017 11:03;New St.;9G16;10.02.2017 12:26;Miles;112.95
10.02.2017;20170210_VW109_1A24;1A24;0;VW109;20170210_VW109;UK390138;ManchstrP;1A24;10.02.2017 10:35;Euston;1A24;10.02.2017 12:40;Miles;183.67
10.02.2017;20170210_VW109_1A51;1A51;0;VW109;20170210_VW109;UK390138;ManchstrP;1A51;10.02.2017 15:55;Euston;1A51;10.02.2017 18:02;Miles;188.93
10.02.2017;20170210_VW109_1F25;1F25;0;VW109;20170210_VW109;UK390129;Euston;1F25;10.02.2017 18:34;Lime St;1F25;10.02.2017 20:53;Miles;193.71
10.02.2017;20170210_VW109_1H11;1H11;0;VW109;20170210_VW109;UK390138;Euston;1H11;10.02.2017 08:00;ManchstrP;1H11;10.02.2017 10:04;Miles;183.67
10.02.2017;20170210_VW109_1H27;1H27;0;VW109;20170210_VW109;UK390138;Euston;1H27;10.02.2017 13:20;ManchstrP;1H27;10.02.2017 15:28;Miles;183.67
10.02.2017;20170210_VW109_1R02;1R02;0;VW109;20170210_VW109;UK390138;ManchstrP;1R02;10.02.2017 05:05;Euston;1R02;10.02.2017 07:26;Miles;188.93
10.02.2017;20170210_VW109_5F25;5F25;0;VW109;20170210_VW109;UK390129;Lime St;5F25;10.02.2017 21:13;EdgeHlDHS;5F25;10.02.2017 21:23;Miles;1.May
10.02.2017;20170210_VW109_5R02;5R02;0;VW109;20170210_VW109;UK390138;LongstCMD;5R02;10.02.2017 04:24;ManchstrP;5R02;10.02.2017 04:35;Miles;Oca.68
10.02.2017;20170210_VW110_1A34;1A34;0;VW110;20170210_VW110;UK390008;ManchstrP;1A34;10.02.2017 12:35;Euston;1A34;10.02.2017 14:41;Miles;183.67
10.02.2017;20170210_VW110_1B74;1B74;0;VW110;20170210_VW110;UK390156;New St.;1B74;10.02.2017 17:30;Euston;1B74;10.02.2017 18:56;Miles;112.95
10.02.2017;20170210_VW110_1H05;1H05;0;VW110;20170210_VW110;UK390126;Euston;1H05;10.02.2017 19:20;ManchstrP;1H05;10.02.2017 21:28;Miles;183.67
10.02.2017;20170210_VW110_1H17;1H17;0;VW110;20170210_VW110;UK390008;Euston;1H17;10.02.2017 10:00;ManchstrP;1H17;10.02.2017 12:04;Miles;183.67
10.02.2017;20170210_VW110_1R20;1R20;0;VW110;20170210_VW110;UK390008;Glas Cen.;1R20;10.02.2017 04:28;Euston;1R20;10.02.2017 09:07;Miles;402.19
10.02.2017;20170210_VW110_5H05;5H05;0;VW110;20170210_VW110;UK390126;ManchstrP;5H05;10.02.2017 21:57;LongstCMD;5H05;10.02.2017 22:08;Miles;Oca.68
10.02.2017;20170210_VW110_5R20;5R20;0;VW110;20170210_VW110;UK390008;PoldieCMD;5R20;10.02.2017 03:55;Glas Cen.;5R20;10.02.2017 04:05;Miles;Þub.15
10.02.2017;20170210_VW110_9G29;9G29;0;VW110;20170210_VW110;UK390156;Euston;9G29;10.02.2017 15:23;New St.;9G29;10.02.2017 16:45;Miles;112.95
10.02.2017;20170210_VW111_1A26;1A26;0;VW111;20170210_VW111;UK390153;ManchstrP;1A26;10.02.2017 10:55;Euston;1A26;10.02.2017 13:02;Miles;188.93
10.02.2017;20170210_VW111_1A52;1A52;0;VW111;20170210_VW111;UK390153;ManchstrP;1A52;10.02.2017 16:15;Euston;1A52;10.02.2017 18:21;Miles;183.67
10.02.2017;20170210_VW111_1H04;1H04;0;VW111;20170210_VW111;UK390153;Euston;1H04;10.02.2017 19:00;ManchstrP;1H04;10.02.2017 21:04;Miles;183.67
10.02.2017;20170210_VW111_1H12;1H12;0;VW111;20170210_VW111;UK390153;Euston;1H12;10.02.2017 08:20;ManchstrP;1H12;10.02.2017 10:28;Miles;183.67
10.02.2017;20170210_VW111_1H68;1H68;0;VW111;20170210_VW111;UK390153;Euston;1H68;10.02.2017 13:40;ManchstrP;1H68;10.02.2017 15:46;Miles;188.93
10.02.2017;20170210_VW111_1R05;1R05;0;VW111;20170210_VW111;UK390153;Lime St;1R05;10.02.2017 05:26;Euston;1R05;10.02.2017 07:50;Miles;193.71
10.02.2017;20170210_VW111_5G04;5G04;1;VW111;20170210_VW111;UK390153;ManchstrP;5G04;10.02.2017 21:52;Crewe;5G04;10.02.2017 22:33;Miles;30.86
10.02.2017;20170210_VW111_5G04d2;5G04;2;VW111;20170210_VW111;UK390153;Crewe;5G04;10.02.2017 22:41;Wolvrhptn;5G04;10.02.2017 23:38;Miles;46.09
10.02.2017;20170210_VW111_5G04d3;5G04;3;VW111;20170210_VW111;UK390153;Wolvrhptn;5G04;10.02.2017 23:53;Oxley CMD;5G04;10.02.2017 23:58;Miles;1.May
10.02.2017;20170210_VW111_5R05;5R05;0;VW111;20170210_VW111;UK390153;EdgeHlDHS;5R05;10.02.2017 04:16;Lime St;5R05;10.02.2017 04:26;Miles;1.May
10.02.2017;20170210_VW112_1A30;1A30;0;VW112;20170210_VW112;UK390155;Lime St;1A30;10.02.2017 11:47;Euston;1A30;10.02.2017 14:00;Miles;193.71
10.02.2017;20170210_VW112_1F13;1F13;0;VW112;20170210_VW112;UK390155;Euston;1F13;10.02.2017 09:07;Lime St;1F13;10.02.2017 11:19;Miles;193.71
10.02.2017;20170210_VW112_1M87;1M87;0;VW112;20170210_VW112;UK390155;Glas Cen.;1M87;10.02.2017 20:10;Crewe;1M87;10.02.2017 23:26;Miles;243.42
10.02.2017;20170210_VW112_1R11;1R11;0;VW112;20170210_VW112;UK390155;Lime St;1R11;10.02.2017 06:05;Euston;1R11;10.02.2017 08:23;Miles;193.71
10.02.2017;20170210_VW112_1S72;1S72;0;VW112;20170210_VW112;UK390155;Euston;1S72;10.02.2017 14:30;Glas Cen.;1S72;10.02.2017 19:15;Miles;401.49
10.02.2017;20170210_VW112_5G87;5G87;1;VW112;20170210_VW112;UK390155;Crewe;5G87;10.02.2017 23:45;Wolvrhptn;5G87;11.02.2017 00:28;Miles;39.79
10.02.2017;20170210_VW112_5G87d2;5G87;2;VW112;20170210_VW112;UK390155;Wolvrhptn;5G87;11.02.2017 00:43;Oxley CMD;5G87;11.02.2017 00:48;Miles;1.May
10.02.2017;20170210_VW112_5R11;5R11;0;VW112;20170210_VW112;UK390155;EdgeHlDHS;5R11;10.02.2017 05:05;Lime St;5R11;10.02.2017 05:15;Miles;1.May
10.02.2017;20170210_VW113_1B46;1B46;1;VW113;20170210_VW113;UK390046;Wolvrhptn;1B46;10.02.2017 22:46;New St.;1B46;10.02.2017 23:07;Miles;Ara.89
10.02.2017;20170210_VW113_1B46d2;1B46;2;VW113;20170210_VW113;UK390046;New St.;1B46;10.02.2017 23:10;Euston;1B46;11.02.2017 01:13;Miles;115.04
10.02.2017;20170210_VW113_1R01;1R01;1;VW113;20170210_VW113;UK390046;Wolvrhptn;1R01;10.02.2017 05:24;New St.;1R01;10.02.2017 05:43;Miles;Ara.89
10.02.2017;20170210_VW113_1R01d2;1R01;2;VW113;20170210_VW113;UK390046;New St.;1R01;10.02.2017 05:50;Euston;1R01;10.02.2017 07:13;Miles;112.95
10.02.2017;20170210_VW113_5B46;5B46;0;VW113;20170210_VW113;UK390046;Euston;5B46;11.02.2017 01:30;WembleyID;5B46;11.02.2017 01:48;Miles;7.May
10.02.2017;20170210_VW113_5R01;5R01;0;VW113;20170210_VW113;UK390046;Oxley CMD;5R01;10.02.2017 05:00;Wolvrhptn;5R01;10.02.2017 05:05;Miles;1.May
10.02.2017;20170210_VW113_9G43;9G43;1;VW113;20170210_VW113;UK390046;Euston;9G43;10.02.2017 20:03;New St.;9G43;10.02.2017 21:26;Miles;112.95
10.02.2017;20170210_VW113_9G43d2;9G43;2;VW113;20170210_VW113;UK390046;New St.;9G43;10.02.2017 21:29;Wolvrhptn;9G43;10.02.2017 21:57;Miles;15.65
10.02.2017;20170210_VW113_9M84;9M84;1;VW113;20170210_VW113;UK390046;Glas Cen.;9M84;10.02.2017 14:00;New St.;9M84;10.02.2017 18:05;Miles;298
10.02.2017;20170210_VW113_9M84d2;9M84;2;VW113;20170210_VW113;UK390046;New St.;9M84;10.02.2017 18:10;Euston;9M84;10.02.2017 19:33;Miles;112.95
10.02.2017;20170210_VW113_9S47;9S47;1;VW113;20170210_VW113;UK390046;Euston;9S47;10.02.2017 07:43;New St.;9S47;10.02.2017 09:05;Miles;112.95
10.02.2017;20170210_VW113_9S47d2;9S47;2;VW113;20170210_VW113;UK390046;New St.;9S47;10.02.2017 09:15;Glas Cen.;9S47;10.02.2017 13:15;Miles;298
10.02.2017;20170210_VW114_1R18;1R18;0;VW114;20170210_VW114;UK390011;ManchstrP;1R18;10.02.2017 07:00;Euston;1R18;10.02.2017 09:00;Miles;183.67
10.02.2017;20170210_VW114_5G48;5G48;0;VW114;20170210_VW114;UK390011;Wolvrhptn;5G48;11.02.2017 01:13;Oxley CMD;5G48;11.02.2017 01:18;Miles;1.May
10.02.2017;20170210_VW114_5R18;5R18;0;VW114;20170210_VW114;UK390011;LongstCMD;5R18;10.02.2017 06:27;ManchstrP;5R18;10.02.2017 06:38;Miles;Oca.68
10.02.2017;20170210_VW114_9G48;9G48;1;VW114;20170210_VW114;UK390011;Euston;9G48;10.02.2017 22:30;New St.;9G48;11.02.2017 00:33;Miles;112.95
10.02.2017;20170210_VW114_9G48d2;9G48;2;VW114;20170210_VW114;UK390011;New St.;9G48;11.02.2017 00:36;Wolvrhptn;9G48;11.02.2017 01:02;Miles;15.65
10.02.2017;20170210_VW114_9M59;9M59;1;VW114;20170210_VW114;UK390011;Glas Cen.;9M59;10.02.2017 16:00;New St.;9M59;10.02.2017 20:05;Miles;298
10.02.2017;20170210_VW114_9M59d2;9M59;2;VW114;20170210_VW114;UK390011;New St.;9M59;10.02.2017 20:10;Euston;9M59;10.02.2017 21:37;Miles;112.95
10.02.2017;20170210_VW114_9S55;9S55;1;VW114;20170210_VW114;UK390011;Euston;9S55;10.02.2017 09:43;New St.;9S55;10.02.2017 11:04;Miles;112.95
10.02.2017;20170210_VW114_9S55d2;9S55;2;VW114;20170210_VW114;UK390011;New St.;9S55;10.02.2017 11:15;Glas Cen.;9S55;10.02.2017 15:16;Miles;298
10.02.2017;20170210_VW115_1A35;1A35;0;VW115;20170210_VW115;UK390156;Lime St;1A35;10.02.2017 12:47;Euston;1A35;10.02.2017 15:04;Miles;193.71
10.02.2017;20170210_VW115_1A66;1A66;0;VW115;20170210_VW115;UK390008;ManchstrP;1A66;10.02.2017 18:55;Euston;1A66;10.02.2017 21:06;Miles;188.93
